                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                   377.66,	                     2.35,	                   604.59,	                   400.77,	                  1209.17,	                  1000.00,	                   277.62,	                   708.55,	                    20.00,	                   433.25,	                    24.18,	                  1184.99,	                     0.00,	                     0.67,	                     0.29,	                     0.00,	                     0.95,	                     2.23,	                     5.62,	                     7.85,	                  4470.41,	                    12.97
                   380.47,	                     2.82,	                   597.95,	                   405.63,	                  1195.90,	                  1000.00,	                   277.56,	                   705.05,	                    20.00,	                   429.74,	                    23.92,	                  1171.98,	                     0.00,	                     0.66,	                     0.29,	                     0.00,	                     0.95,	                     2.21,	                     5.59,	                     7.80,	                  4492.36,	                    13.01
                   383.85,	                     3.38,	                   590.49,	                   411.05,	                  1180.98,	                  1000.00,	                   277.49,	                   701.01,	                    20.00,	                   425.71,	                    23.62,	                  1157.36,	                     0.00,	                     0.66,	                     0.28,	                     0.00,	                     0.94,	                     2.18,	                     5.55,	                     7.73,	                  4518.47,	                    13.06
                   387.90,	                     4.05,	                   582.13,	                   417.10,	                  1164.27,	                  1000.00,	                   277.41,	                   696.39,	                    20.00,	                   421.09,	                    23.29,	                  1140.98,	                     0.00,	                     0.65,	                     0.28,	                     0.00,	                     0.93,	                     2.15,	                     5.50,	                     7.65,	                  4549.49,	                    13.12
                   390.34,	                     2.43,	                   580.56,	                   423.96,	                  1161.11,	                  1000.00,	                   277.59,	                   694.91,	                    20.00,	                   419.61,	                    23.22,	                  1137.89,	                     0.00,	                     0.65,	                     0.29,	                     0.00,	                     0.93,	                     2.14,	                     5.50,	                     7.64,	                  4568.08,	                    13.13
                   393.26,	                     2.92,	                   574.29,	                   428.45,	                  1148.58,	                  1000.00,	                   277.53,	                   691.56,	                    20.00,	                   416.26,	                    22.97,	                  1125.61,	                     0.00,	                     0.64,	                     0.28,	                     0.00,	                     0.93,	                     2.12,	                     5.46,	                     7.58,	                  4590.22,	                    13.18
                   396.76,	                     3.50,	                   567.26,	                   433.47,	                  1134.52,	                  1000.00,	                   277.46,	                   687.72,	                    20.00,	                   412.42,	                    22.69,	                  1111.83,	                     0.00,	                     0.63,	                     0.28,	                     0.00,	                     0.92,	                     2.09,	                     5.43,	                     7.52,	                  4616.56,	                    13.23
                   400.96,	                     4.20,	                   559.38,	                   439.04,	                  1118.77,	                  1000.00,	                   277.38,	                   683.30,	                    20.00,	                   408.00,	                    22.38,	                  1096.39,	                     0.00,	                     0.63,	                     0.28,	                     0.00,	                     0.91,	                     2.07,	                     5.38,	                     7.45,	                  4647.87,	                    13.29
                   403.49,	                     2.52,	                   557.97,	                   445.77,	                  1115.94,	                  1000.00,	                   277.56,	                   681.92,	                    20.00,	                   406.62,	                    22.32,	                  1093.62,	                     0.00,	                     0.63,	                     0.29,	                     0.00,	                     0.91,	                     2.06,	                     5.38,	                     7.44,	                  4666.63,	                    13.30
                   406.51,	                     3.03,	                   552.05,	                   449.91,	                  1104.09,	                  1000.00,	                   277.50,	                   678.72,	                    20.00,	                   403.42,	                    22.08,	                  1082.01,	                     0.00,	                     0.62,	                     0.28,	                     0.00,	                     0.91,	                     2.04,	                     5.35,	                     7.38,	                  4688.98,	                    13.35
                   410.15,	                     3.63,	                   545.41,	                   454.53,	                  1090.81,	                  1000.00,	                   277.43,	                   675.04,	                    20.00,	                   399.74,	                    21.82,	                  1069.00,	                     0.00,	                     0.62,	                     0.28,	                     0.00,	                     0.90,	                     2.01,	                     5.31,	                     7.32,	                  4715.57,	                    13.40
                   414.50,	                     4.36,	                   537.98,	                   459.67,	                  1075.95,	                  1000.00,	                   277.36,	                   670.83,	                    20.00,	                   395.53,	                    21.52,	                  1054.43,	                     0.00,	                     0.61,	                     0.28,	                     0.00,	                     0.89,	                     1.99,	                     5.27,	                     7.25,	                  4747.18,	                    13.45
                   417.12,	                     2.62,	                   536.71,	                   466.28,	                  1073.42,	                  1000.00,	                   277.54,	                   669.53,	                    20.00,	                   394.23,	                    21.47,	                  1051.95,	                     0.00,	                     0.61,	                     0.28,	                     0.00,	                     0.89,	                     1.98,	                     5.26,	                     7.25,	                  4766.13,	                    13.47
                   420.26,	                     3.14,	                   531.10,	                   470.10,	                  1062.21,	                  1000.00,	                   277.48,	                   666.47,	                    20.00,	                   391.17,	                    21.24,	                  1040.97,	                     0.00,	                     0.60,	                     0.28,	                     0.00,	                     0.89,	                     1.96,	                     5.23,	                     7.19,	                  4788.70,	                    13.52
                   424.02,	                     3.77,	                   524.83,	                   474.37,	                  1049.66,	                  1000.00,	                   277.41,	                   662.95,	                    20.00,	                   387.65,	                    20.99,	                  1028.67,	                     0.00,	                     0.60,	                     0.28,	                     0.00,	                     0.88,	                     1.94,	                     5.20,	                     7.14,	                  4815.57,	                    13.57
                   428.54,	                     4.52,	                   517.80,	                   479.10,	                  1035.60,	                  1000.00,	                   277.33,	                   658.92,	                    20.00,	                   383.62,	                    20.71,	                  1014.89,	                     0.00,	                     0.59,	                     0.28,	                     0.00,	                     0.87,	                     1.91,	                     5.16,	                     7.07,	                  4847.52,	                    13.62
                   431.25,	                     2.71,	                   516.67,	                   485.60,	                  1033.33,	                  1000.00,	                   277.51,	                   657.70,	                    20.00,	                   382.40,	                    20.67,	                  1012.67,	                     0.00,	                     0.59,	                     0.28,	                     0.00,	                     0.87,	                     1.91,	                     5.15,	                     7.06,	                  4866.66,	                    13.64
                   434.51,	                     3.25,	                   511.35,	                   489.14,	                  1022.70,	                  1000.00,	                   277.45,	                   654.77,	                    20.00,	                   379.47,	                    20.45,	                  1002.25,	                     0.00,	                     0.58,	                     0.28,	                     0.00,	                     0.87,	                     1.89,	                     5.13,	                     7.01,	                  4889.48,	                    13.69
                   438.41,	                     3.90,	                   505.40,	                   493.07,	                  1010.81,	                  1000.00,	                   277.39,	                   651.40,	                    20.00,	                   376.10,	                    20.22,	                   990.59,	                     0.00,	                     0.58,	                     0.28,	                     0.00,	                     0.86,	                     1.87,	                     5.09,	                     6.96,	                  4916.64,	                    13.74
                   443.10,	                     4.69,	                   498.74,	                   497.43,	                   997.48,	                  1000.00,	                   277.31,	                   647.54,	                    20.00,	                   372.24,	                    19.95,	                   977.54,	                     0.00,	                     0.57,	                     0.28,	                     0.00,	                     0.86,	                     1.84,	                     5.05,	                     6.89,	                  4948.94,	                    13.79
                   445.91,	                     2.81,	                   497.73,	                   503.84,	                   995.46,	                  1000.00,	                   277.49,	                   646.40,	                    20.00,	                   371.10,	                    19.91,	                   975.56,	                     0.00,	                     0.57,	                     0.28,	                     0.00,	                     0.86,	                     1.84,	                     5.05,	                     6.89,	                  4968.31,	                    13.81
                   449.28,	                     3.37,	                   492.69,	                   507.11,	                   985.37,	                  1000.00,	                   277.43,	                   643.59,	                    20.00,	                   368.28,	                    19.71,	                   965.67,	                     0.00,	                     0.57,	                     0.28,	                     0.00,	                     0.85,	                     1.82,	                     5.02,	                     6.84,	                  4991.38,	                    13.86
                   453.33,	                     4.05,	                   487.04,	                   510.75,	                   974.07,	                  1000.00,	                   277.36,	                   640.36,	                    20.00,	                   365.05,	                    19.48,	                   954.59,	                     0.00,	                     0.56,	                     0.28,	                     0.00,	                     0.85,	                     1.80,	                     4.99,	                     6.79,	                  5018.86,	                    13.91
                   458.19,	                     4.86,	                   480.71,	                   514.76,	                   961.43,	                  1000.00,	                   277.29,	                   636.65,	                    20.00,	                   361.35,	                    19.23,	                   942.20,	                     0.00,	                     0.56,	                     0.28,	                     0.00,	                     0.84,	                     1.77,	                     4.95,	                     6.73,	                  5051.54,	                    13.97
                   461.10,	                     2.91,	                   479.81,	                   521.09,	                   959.61,	                  1000.00,	                   277.47,	                   635.58,	                    20.00,	                   360.27,	                    19.19,	                   940.42,	                     0.00,	                     0.55,	                     0.28,	                     0.00,	                     0.84,	                     1.77,	                     4.95,	                     6.72,	                  5071.13,	                    13.98
                   464.60,	                     3.50,	                   475.00,	                   524.12,	                   950.01,	                  1000.00,	                   277.41,	                   632.87,	                    20.00,	                   357.57,	                    19.00,	                   931.01,	                     0.00,	                     0.55,	                     0.28,	                     0.00,	                     0.83,	                     1.75,	                     4.92,	                     6.68,	                  5094.48,	                    14.03
                   468.80,	                     4.20,	                   469.62,	                   527.46,	                   939.25,	                  1000.00,	                   277.34,	                   629.77,	                    20.00,	                   354.47,	                    18.78,	                   920.46,	                     0.00,	                     0.55,	                     0.28,	                     0.00,	                     0.83,	                     1.73,	                     4.89,	                     6.63,	                  5122.29,	                    14.08
                   473.83,	                     5.04,	                   463.61,	                   531.16,	                   927.22,	                  1000.00,	                   277.26,	                   626.21,	                    20.00,	                   350.91,	                    18.54,	                   908.68,	                     0.00,	                     0.54,	                     0.28,	                     0.00,	                     0.82,	                     1.71,	                     4.86,	                     6.57,	                  5155.37,	                    14.14
                   476.85,	                     3.02,	                   462.80,	                   537.43,	                   925.61,	                  1000.00,	                   277.44,	                   625.20,	                    20.00,	                   349.90,	                    18.51,	                   907.10,	                     0.00,	                     0.54,	                     0.28,	                     0.00,	                     0.82,	                     1.71,	                     4.86,	                     6.56,	                  5175.21,	                    14.16
                   480.48,	                     3.63,	                   458.22,	                   540.22,	                   916.44,	                  1000.00,	                   277.39,	                   622.61,	                    20.00,	                   347.30,	                    18.33,	                   898.11,	                     0.00,	                     0.53,	                     0.28,	                     0.00,	                     0.82,	                     1.69,	                     4.83,	                     6.52,	                  5198.85,	                    14.20
                   484.83,	                     4.35,	                   453.10,	                   543.32,	                   906.20,	                  1000.00,	                   277.32,	                   619.62,	                    20.00,	                   344.32,	                    18.12,	                   888.08,	                     0.00,	                     0.53,	                     0.28,	                     0.00,	                     0.81,	                     1.67,	                     4.80,	                     6.47,	                  5227.01,	                    14.25
                   490.05,	                     5.22,	                   447.37,	                   546.72,	                   894.73,	                  1000.00,	                   277.24,	                   616.20,	                    20.00,	                   340.90,	                    17.89,	                   876.84,	                     0.00,	                     0.52,	                     0.28,	                     0.00,	                     0.81,	                     1.65,	                     4.76,	                     6.42,	                  5260.51,	                    14.31
                   493.19,	                     3.13,	                   446.65,	                   552.94,	                   893.31,	                  1000.00,	                   277.42,	                   615.25,	                    20.00,	                   339.95,	                    17.87,	                   875.44,	                     0.00,	                     0.52,	                     0.28,	                     0.00,	                     0.81,	                     1.65,	                     4.76,	                     6.41,	                  5280.60,	                    14.33
                   496.95,	                     3.76,	                   442.27,	                   555.51,	                   884.54,	                  1000.00,	                   277.36,	                   612.75,	                    20.00,	                   337.45,	                    17.69,	                   866.85,	                     0.00,	                     0.52,	                     0.28,	                     0.00,	                     0.80,	                     1.63,	                     4.74,	                     6.37,	                  5304.56,	                    14.38
                   501.46,	                     4.51,	                   437.38,	                   558.36,	                   874.76,	                  1000.00,	                   277.29,	                   609.88,	                    20.00,	                   334.58,	                    17.50,	                   857.26,	                     0.00,	                     0.51,	                     0.28,	                     0.00,	                     0.80,	                     1.61,	                     4.71,	                     6.32,	                  5333.09,	                    14.43
                   506.87,	                     5.41,	                   431.92,	                   561.50,	                   863.83,	                  1000.00,	                   277.22,	                   606.58,	                    20.00,	                   331.28,	                    17.28,	                   846.56,	                     0.00,	                     0.51,	                     0.28,	                     0.00,	                     0.79,	                     1.59,	                     4.67,	                     6.27,	                  5367.03,	                    14.49
                   510.12,	                     3.25,	                   431.28,	                   567.69,	                   862.55,	                  1000.00,	                   277.40,	                   605.69,	                    20.00,	                   330.39,	                    17.25,	                   845.30,	                     0.00,	                     0.51,	                     0.28,	                     0.00,	                     0.79,	                     1.59,	                     4.68,	                     6.27,	                  5387.39,	                    14.51
                   514.02,	                     3.90,	                   427.09,	                   570.06,	                   854.18,	                  1000.00,	                   277.34,	                   603.28,	                    20.00,	                   327.98,	                    17.08,	                   837.09,	                     0.00,	                     0.50,	                     0.28,	                     0.00,	                     0.79,	                     1.58,	                     4.65,	                     6.23,	                  5411.67,	                    14.55
                   518.70,	                     4.68,	                   422.41,	                   572.69,	                   844.82,	                  1000.00,	                   277.27,	                   600.51,	                    20.00,	                   325.21,	                    16.90,	                   827.93,	                     0.00,	                     0.50,	                     0.28,	                     0.00,	                     0.78,	                     1.56,	                     4.62,	                     6.18,	                  5440.59,	                    14.61
                   521.50,	                     2.81,	                   422.03,	                   578.22,	                   844.05,	                  1000.00,	                   277.45,	                   599.85,	                    20.00,	                   324.55,	                    16.88,	                   827.17,	                     0.00,	                     0.50,	                     0.28,	                     0.00,	                     0.78,	                     1.56,	                     4.63,	                     6.18,	                  5457.94,	                    14.62
                   524.87,	                     3.37,	                   418.46,	                   580.16,	                   836.92,	                  1000.00,	                   277.39,	                   597.82,	                    20.00,	                   322.52,	                    16.74,	                   820.18,	                     0.00,	                     0.50,	                     0.28,	                     0.00,	                     0.78,	                     1.54,	                     4.60,	                     6.15,	                  5478.65,	                    14.66
                   528.91,	                     4.04,	                   414.46,	                   582.32,	                   828.93,	                  1000.00,	                   277.33,	                   595.48,	                    20.00,	                   320.18,	                    16.58,	                   812.35,	                     0.00,	                     0.49,	                     0.28,	                     0.00,	                     0.78,	                     1.53,	                     4.58,	                     6.11,	                  5503.34,	                    14.71
                   533.76,	                     4.85,	                   410.00,	                   584.72,	                   820.00,	                  1000.00,	                   277.26,	                   592.80,	                    20.00,	                   317.50,	                    16.40,	                   803.60,	                     0.00,	                     0.49,	                     0.28,	                     0.00,	                     0.77,	                     1.51,	                     4.55,	                     6.07,	                  5532.76,	                    14.76
                   536.67,	                     2.91,	                   409.66,	                   590.17,	                   819.32,	                  1000.00,	                   277.43,	                   592.16,	                    20.00,	                   316.86,	                    16.39,	                   802.94,	                     0.00,	                     0.49,	                     0.28,	                     0.00,	                     0.77,	                     1.51,	                     4.55,	                     6.07,	                  5550.41,	                    14.78
                   540.16,	                     3.49,	                   406.24,	                   591.95,	                   812.48,	                  1000.00,	                   277.38,	                   590.19,	                    20.00,	                   314.89,	                    16.25,	                   796.23,	                     0.00,	                     0.48,	                     0.28,	                     0.00,	                     0.77,	                     1.50,	                     4.53,	                     6.03,	                  5571.48,	                    14.82
                   544.35,	                     4.19,	                   402.41,	                   593.93,	                   804.81,	                  1000.00,	                   277.31,	                   587.92,	                    20.00,	                   312.62,	                    16.10,	                   788.72,	                     0.00,	                     0.48,	                     0.28,	                     0.00,	                     0.76,	                     1.49,	                     4.51,	                     6.00,	                  5596.60,	                    14.87
                   549.38,	                     5.03,	                   398.12,	                   596.14,	                   796.24,	                  1000.00,	                   277.25,	                   585.32,	                    20.00,	                   310.02,	                    15.92,	                   780.32,	                     0.00,	                     0.48,	                     0.28,	                     0.00,	                     0.76,	                     1.47,	                     4.48,	                     5.95,	                  5626.53,	                    14.92
                   552.40,	                     3.02,	                   397.82,	                   601.55,	                   795.64,	                  1000.00,	                   277.42,	                   584.71,	                    20.00,	                   309.41,	                    15.91,	                   779.72,	                     0.00,	                     0.48,	                     0.28,	                     0.00,	                     0.76,	                     1.47,	                     4.49,	                     5.95,	                  5644.50,	                    14.94
                   556.02,	                     3.62,	                   394.52,	                   603.19,	                   789.04,	                  1000.00,	                   277.36,	                   582.79,	                    20.00,	                   307.49,	                    15.78,	                   773.26,	                     0.00,	                     0.47,	                     0.28,	                     0.00,	                     0.76,	                     1.46,	                     4.47,	                     5.92,	                  5665.94,	                    14.98
                   560.36,	                     4.34,	                   390.83,	                   605.03,	                   781.66,	                  1000.00,	                   277.30,	                   580.59,	                    20.00,	                   305.28,	                    15.63,	                   766.03,	                     0.00,	                     0.47,	                     0.28,	                     0.00,	                     0.75,	                     1.44,	                     4.44,	                     5.89,	                  5691.51,	                    15.03
                   565.58,	                     5.21,	                   386.69,	                   607.05,	                   773.38,	                  1000.00,	                   277.23,	                   578.05,	                    20.00,	                   302.75,	                    15.47,	                   757.91,	                     0.00,	                     0.47,	                     0.28,	                     0.00,	                     0.75,	                     1.43,	                     4.42,	                     5.84,	                  5721.97,	                    15.08
                   568.70,	                     3.13,	                   386.42,	                   612.44,	                   772.85,	                  1000.00,	                   277.40,	                   577.47,	                    20.00,	                   302.16,	                    15.46,	                   757.39,	                     0.00,	                     0.46,	                     0.28,	                     0.00,	                     0.75,	                     1.43,	                     4.42,	                     5.85,	                  5740.26,	                    15.10
                   572.46,	                     3.75,	                   383.24,	                   613.97,	                   766.48,	                  1000.00,	                   277.34,	                   575.60,	                    20.00,	                   300.30,	                    15.33,	                   751.15,	                     0.00,	                     0.46,	                     0.28,	                     0.00,	                     0.75,	                     1.41,	                     4.40,	                     5.81,	                  5762.08,	                    15.14
                   576.96,	                     4.50,	                   379.67,	                   615.65,	                   759.33,	                  1000.00,	                   277.28,	                   573.45,	                    20.00,	                   298.15,	                    15.19,	                   744.14,	                     0.00,	                     0.46,	                     0.28,	                     0.00,	                     0.74,	                     1.40,	                     4.38,	                     5.78,	                  5788.11,	                    15.19
                   582.37,	                     5.41,	                   375.66,	                   617.51,	                   751.33,	                  1000.00,	                   277.21,	                   570.98,	                    20.00,	                   295.67,	                    15.03,	                   736.30,	                     0.00,	                     0.45,	                     0.28,	                     0.00,	                     0.74,	                     1.39,	                     4.35,	                     5.74,	                  5819.12,	                    15.24
                   585.61,	                     3.24,	                   375.44,	                   622.92,	                   750.88,	                  1000.00,	                   277.38,	                   570.42,	                    20.00,	                   295.12,	                    15.02,	                   735.86,	                     0.00,	                     0.45,	                     0.28,	                     0.00,	                     0.74,	                     1.39,	                     4.35,	                     5.74,	                  5837.74,	                    15.26
                   589.50,	                     3.89,	                   372.35,	                   624.33,	                   744.70,	                  1000.00,	                   277.33,	                   568.60,	                    20.00,	                   293.30,	                    14.89,	                   729.81,	                     0.00,	                     0.45,	                     0.28,	                     0.00,	                     0.73,	                     1.37,	                     4.33,	                     5.71,	                  5859.96,	                    15.30
                   594.17,	                     4.67,	                   368.89,	                   625.88,	                   737.79,	                  1000.00,	                   277.26,	                   566.50,	                    20.00,	                   291.20,	                    14.76,	                   723.03,	                     0.00,	                     0.45,	                     0.28,	                     0.00,	                     0.73,	                     1.36,	                     4.31,	                     5.67,	                  5886.46,	                    15.35
                   599.78,	                     5.60,	                   365.02,	                   627.60,	                   730.04,	                  1000.00,	                   277.19,	                   564.09,	                    20.00,	                   288.79,	                    14.60,	                   715.44,	                     0.00,	                     0.44,	                     0.28,	                     0.00,	                     0.73,	                     1.35,	                     4.29,	                     5.63,	                  5918.04,	                    15.41
                   603.14,	                     3.36,	                   364.82,	                   633.01,	                   729.64,	                  1000.00,	                   277.36,	                   563.56,	                    20.00,	                   288.26,	                    14.59,	                   715.05,	                     0.00,	                     0.44,	                     0.28,	                     0.00,	                     0.73,	                     1.35,	                     4.29,	                     5.64,	                  5936.99,	                    15.42
                   607.17,	                     4.03,	                   361.82,	                   634.31,	                   723.64,	                  1000.00,	                   277.31,	                   561.79,	                    20.00,	                   286.48,	                    14.47,	                   709.17,	                     0.00,	                     0.44,	                     0.28,	                     0.00,	                     0.72,	                     1.34,	                     4.27,	                     5.61,	                  5959.62,	                    15.47
                   612.02,	                     4.84,	                   358.47,	                   635.73,	                   716.93,	                  1000.00,	                   277.24,	                   559.74,	                    20.00,	                   284.44,	                    14.34,	                   702.60,	                     0.00,	                     0.44,	                     0.28,	                     0.00,	                     0.72,	                     1.32,	                     4.25,	                     5.57,	                  5986.61,	                    15.52
                   617.83,	                     5.81,	                   354.72,	                   637.31,	                   709.43,	                  1000.00,	                   277.17,	                   557.39,	                    20.00,	                   282.09,	                    14.19,	                   695.24,	                     0.00,	                     0.43,	                     0.28,	                     0.00,	                     0.72,	                     1.31,	                     4.23,	                     5.53,	                  6018.76,	                    15.57
                   621.31,	                     3.49,	                   354.55,	                   642.75,	                   709.10,	                  1000.00,	                   277.35,	                   556.89,	                    20.00,	                   281.58,	                    14.18,	                   694.91,	                     0.00,	                     0.43,	                     0.28,	                     0.00,	                     0.72,	                     1.31,	                     4.23,	                     5.54,	                  6038.07,	                    15.59
                   625.50,	                     4.18,	                   351.64,	                   643.94,	                   703.27,	                  1000.00,	                   277.29,	                   555.15,	                    20.00,	                   279.85,	                    14.07,	                   689.21,	                     0.00,	                     0.43,	                     0.28,	                     0.00,	                     0.71,	                     1.30,	                     4.21,	                     5.51,	                  6061.12,	                    15.64
                   630.52,	                     5.02,	                   348.38,	                   645.25,	                   696.76,	                  1000.00,	                   277.22,	                   553.15,	                    20.00,	                   277.85,	                    13.94,	                   682.82,	                     0.00,	                     0.43,	                     0.28,	                     0.00,	                     0.71,	                     1.29,	                     4.19,	                     5.48,	                  6088.60,	                    15.69
                   636.54,	                     6.02,	                   344.74,	                   646.70,	                   689.48,	                  1000.00,	                   277.15,	                   550.86,	                    20.00,	                   275.55,	                    13.79,	                   675.69,	                     0.00,	                     0.42,	                     0.28,	                     0.00,	                     0.71,	                     1.27,	                     4.16,	                     5.44,	                  6121.36,	                    15.74
                   640.15,	                     3.61,	                   344.60,	                   652.17,	                   689.21,	                  1000.00,	                   277.33,	                   550.38,	                    20.00,	                   275.08,	                    13.78,	                   675.43,	                     0.00,	                     0.42,	                     0.28,	                     0.00,	                     0.71,	                     1.27,	                     4.17,	                     5.44,	                  6141.03,	                    15.76
                   644.49,	                     4.34,	                   341.77,	                   653.26,	                   683.55,	                  1000.00,	                   277.27,	                   548.68,	                    20.00,	                   273.38,	                    13.67,	                   669.88,	                     0.00,	                     0.42,	                     0.28,	                     0.00,	                     0.70,	                     1.26,	                     4.15,	                     5.41,	                  6164.50,	                    15.81
                   649.70,	                     5.20,	                   338.61,	                   654.46,	                   677.22,	                  1000.00,	                   277.21,	                   546.73,	                    20.00,	                   271.43,	                    13.54,	                   663.68,	                     0.00,	                     0.42,	                     0.28,	                     0.00,	                     0.70,	                     1.25,	                     4.13,	                     5.38,	                  6192.50,	                    15.86
                   652.82,	                     3.12,	                   338.61,	                   659.46,	                   677.23,	                  1000.00,	                   277.37,	                   546.39,	                    20.00,	                   271.09,	                    13.54,	                   663.68,	                     0.00,	                     0.42,	                     0.28,	                     0.00,	                     0.70,	                     1.25,	                     4.14,	                     5.39,	                  6209.32,	                    15.87
                   656.57,	                     3.75,	                   336.17,	                   660.33,	                   672.34,	                  1000.00,	                   277.32,	                   544.95,	                    20.00,	                   269.65,	                    13.45,	                   658.89,	                     0.00,	                     0.41,	                     0.28,	                     0.00,	                     0.70,	                     1.24,	                     4.12,	                     5.36,	                  6229.41,	                    15.91
                   661.06,	                     4.50,	                   333.43,	                   661.31,	                   666.87,	                  1000.00,	                   277.26,	                   543.29,	                    20.00,	                   267.99,	                    13.34,	                   653.53,	                     0.00,	                     0.41,	                     0.28,	                     0.00,	                     0.69,	                     1.23,	                     4.10,	                     5.33,	                  6253.39,	                    15.96
                   666.46,	                     5.40,	                   330.37,	                   662.38,	                   660.75,	                  1000.00,	                   277.20,	                   541.37,	                    20.00,	                   266.07,	                    13.21,	                   647.53,	                     0.00,	                     0.41,	                     0.28,	                     0.00,	                     0.69,	                     1.22,	                     4.08,	                     5.30,	                  6281.99,	                    16.01
                   669.70,	                     3.24,	                   330.39,	                   667.35,	                   660.78,	                  1000.00,	                   277.36,	                   541.05,	                    20.00,	                   265.75,	                    13.22,	                   647.56,	                     0.00,	                     0.41,	                     0.28,	                     0.00,	                     0.69,	                     1.22,	                     4.09,	                     5.31,	                  6299.17,	                    16.03
                   673.58,	                     3.89,	                   328.01,	                   668.12,	                   656.03,	                  1000.00,	                   277.31,	                   539.63,	                    20.00,	                   264.33,	                    13.12,	                   642.91,	                     0.00,	                     0.41,	                     0.28,	                     0.00,	                     0.69,	                     1.21,	                     4.07,	                     5.28,	                  6319.69,	                    16.07
