                  Time[d],	              TimeStep[d],	                 Qo[m3/d],	                 Qw[m3/d],	                 Qg[m3/d],	                Qwi[m3/d],	             PwfProd[bar],	              PwfInj[bar],	             PwhProd[bar],	              PwhInj[bar],	            QgFlare[m3/d],	             QgFuel[m3/d],	              QgExp[m3/d],	                 Pump[MW],	                  ESP[MW],	             ExpCompr[MW],	           TotalPower[MW],	    GasEmission[tonCO2/d],	 DieselEmission[tonCO2/d],	  TotalEmission[tonCO2/d],	      CumEmission[tonCO2],	   RelEmission[kgCO2/boe]
                     6.45,	                     0.30,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1713.12,	                    20.00,	                  1437.82,	                    41.10,	                  2014.09,	                     0.00,	                     2.22,	                     0.29,	                     0.00,	                     2.51,	                     3.79,	                    14.82,	                    18.61,	                   195.76,	                    18.08
                     6.81,	                     0.36,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1676.79,	                    20.00,	                  1401.49,	                    41.10,	                  2014.09,	                     0.00,	                     2.16,	                     0.29,	                     0.00,	                     2.45,	                     3.79,	                    14.49,	                    18.28,	                   202.30,	                    17.76
                     7.24,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1642.23,	                    20.00,	                  1366.93,	                    41.10,	                  2014.09,	                     0.00,	                     2.11,	                     0.29,	                     0.00,	                     2.40,	                     3.79,	                    14.17,	                    17.97,	                   210.01,	                    17.45
                     7.50,	                     0.26,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1619.64,	                    20.00,	                  1344.34,	                    41.10,	                  2014.09,	                     0.00,	                     2.07,	                     0.29,	                     0.00,	                     2.36,	                     3.79,	                    13.97,	                    17.76,	                   214.59,	                    17.25
                     7.81,	                     0.31,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1599.24,	                    20.00,	                  1323.94,	                    41.10,	                  2014.09,	                     0.00,	                     2.04,	                     0.29,	                     0.00,	                     2.33,	                     3.79,	                    13.78,	                    17.57,	                   220.02,	                    17.07
                     8.18,	                     0.37,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1573.45,	                    20.00,	                  1298.15,	                    41.10,	                  2014.09,	                     0.00,	                     2.00,	                     0.29,	                     0.00,	                     2.29,	                     3.79,	                    13.54,	                    17.34,	                   226.45,	                    16.84
                     8.62,	                     0.45,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1549.58,	                    20.00,	                  1274.28,	                    41.10,	                  2014.09,	                     0.00,	                     1.96,	                     0.29,	                     0.00,	                     2.26,	                     3.79,	                    13.33,	                    17.12,	                   234.07,	                    16.63
                     8.89,	                     0.27,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1532.78,	                    20.00,	                  1257.48,	                    41.10,	                  2014.09,	                     0.00,	                     1.94,	                     0.29,	                     0.00,	                     2.23,	                     3.79,	                    13.17,	                    16.97,	                   238.60,	                    16.48
                     9.21,	                     0.32,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1518.36,	                    20.00,	                  1243.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.92,	                     0.29,	                     0.00,	                     2.21,	                     3.79,	                    13.04,	                    16.84,	                   244.00,	                    16.35
                     9.60,	                     0.38,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1499.06,	                    20.00,	                  1223.75,	                    41.10,	                  2014.09,	                     0.00,	                     1.89,	                     0.29,	                     0.00,	                     2.18,	                     3.79,	                    12.87,	                    16.66,	                   250.40,	                    16.18
                    10.06,	                     0.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1481.77,	                    20.00,	                  1206.47,	                    41.10,	                  2014.09,	                     0.00,	                     1.86,	                     0.29,	                     0.00,	                     2.15,	                     3.79,	                    12.71,	                    16.50,	                   258.02,	                    16.03
                    10.33,	                     0.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1468.69,	                    20.00,	                  1193.39,	                    41.10,	                  2014.09,	                     0.00,	                     1.84,	                     0.29,	                     0.00,	                     2.13,	                     3.79,	                    12.59,	                    16.38,	                   262.55,	                    15.91
                    10.67,	                     0.33,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1458.05,	                    20.00,	                  1182.75,	                    41.10,	                  2014.09,	                     0.00,	                     1.82,	                     0.29,	                     0.00,	                     2.12,	                     3.79,	                    12.49,	                    16.29,	                   267.97,	                    15.82
                    11.06,	                     0.40,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1442.97,	                    20.00,	                  1167.67,	                    41.10,	                  2014.09,	                     0.00,	                     1.80,	                     0.29,	                     0.00,	                     2.09,	                     3.79,	                    12.35,	                    16.15,	                   274.40,	                    15.68
                    11.54,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1429.98,	                    20.00,	                  1154.68,	                    41.10,	                  2014.09,	                     0.00,	                     1.78,	                     0.29,	                     0.00,	                     2.07,	                     3.79,	                    12.24,	                    16.03,	                   282.07,	                    15.57
                    12.12,	                     0.57,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1411.54,	                    20.00,	                  1136.24,	                    41.10,	                  2014.09,	                     0.00,	                     1.75,	                     0.29,	                     0.00,	                     2.04,	                     3.79,	                    12.07,	                    15.86,	                   291.18,	                    15.40
                    12.81,	                     0.69,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1396.49,	                    20.00,	                  1121.19,	                    41.10,	                  2014.09,	                     0.00,	                     1.73,	                     0.29,	                     0.00,	                     2.02,	                     3.79,	                    11.93,	                    15.72,	                   302.01,	                    15.27
                    13.22,	                     0.41,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1383.81,	                    20.00,	                  1108.51,	                    41.10,	                  2014.09,	                     0.00,	                     1.71,	                     0.29,	                     0.00,	                     2.00,	                     3.79,	                    11.81,	                    15.61,	                   308.46,	                    15.16
                    13.72,	                     0.50,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1374.79,	                    20.00,	                  1099.49,	                    41.10,	                  2014.09,	                     0.00,	                     1.70,	                     0.29,	                     0.00,	                     1.99,	                     3.79,	                    11.73,	                    15.53,	                   316.17,	                    15.08
                    14.31,	                     0.60,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1360.76,	                    20.00,	                  1085.45,	                    41.10,	                  2014.09,	                     0.00,	                     1.67,	                     0.29,	                     0.00,	                     1.97,	                     3.79,	                    11.60,	                    15.40,	                   325.33,	                    14.95
                    15.03,	                     0.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1350.00,	                    20.00,	                  1074.69,	                    41.10,	                  2014.09,	                     0.00,	                     1.66,	                     0.29,	                     0.00,	                     1.95,	                     3.79,	                    11.51,	                    15.30,	                   336.26,	                    14.86
                    15.45,	                     0.43,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1339.82,	                    20.00,	                  1064.52,	                    41.10,	                  2014.09,	                     0.00,	                     1.64,	                     0.29,	                     0.00,	                     1.93,	                     3.79,	                    11.41,	                    15.21,	                   342.78,	                    14.77
                    15.97,	                     0.51,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1333.23,	                    20.00,	                  1057.93,	                    41.10,	                  2014.09,	                     0.00,	                     1.63,	                     0.29,	                     0.00,	                     1.92,	                     3.79,	                    11.35,	                    15.15,	                   350.57,	                    14.71
                    16.59,	                     0.62,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1321.95,	                    20.00,	                  1046.65,	                    41.10,	                  2014.09,	                     0.00,	                     1.61,	                     0.29,	                     0.00,	                     1.91,	                     3.79,	                    11.25,	                    15.04,	                   359.85,	                    14.61
                    17.33,	                     0.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1313.91,	                    20.00,	                  1038.61,	                    41.10,	                  2014.09,	                     0.00,	                     1.60,	                     0.29,	                     0.00,	                     1.89,	                     3.79,	                    11.18,	                    14.97,	                   370.94,	                    14.54
                    17.77,	                     0.44,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1305.37,	                    20.00,	                  1030.07,	                    41.10,	                  2014.09,	                     0.00,	                     1.59,	                     0.29,	                     0.00,	                     1.88,	                     3.79,	                    11.10,	                    14.89,	                   377.56,	                    14.46
                    18.30,	                     0.53,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1300.35,	                    20.00,	                  1025.05,	                    41.10,	                  2014.09,	                     0.00,	                     1.58,	                     0.29,	                     0.00,	                     1.87,	                     3.79,	                    11.05,	                    14.85,	                   385.47,	                    14.42
                    18.94,	                     0.64,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1290.92,	                    20.00,	                  1015.62,	                    41.10,	                  2014.09,	                     0.00,	                     1.57,	                     0.29,	                     0.00,	                     1.86,	                     3.79,	                    10.97,	                    14.76,	                   394.92,	                    14.34
                    19.71,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1284.69,	                    20.00,	                  1009.39,	                    41.10,	                  2014.09,	                     0.00,	                     1.56,	                     0.29,	                     0.00,	                     1.85,	                     3.79,	                    10.91,	                    14.70,	                   406.21,	                    14.28
                    20.17,	                     0.46,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1277.28,	                    20.00,	                  1001.98,	                    41.10,	                  2014.09,	                     0.00,	                     1.54,	                     0.29,	                     0.00,	                     1.84,	                     3.79,	                    10.84,	                    14.64,	                   412.95,	                    14.21
                    20.72,	                     0.55,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1273.35,	                    20.00,	                   998.05,	                    41.10,	                  2014.09,	                     0.00,	                     1.54,	                     0.29,	                     0.00,	                     1.83,	                     3.79,	                    10.81,	                    14.60,	                   421.02,	                    14.18
                    21.39,	                     0.66,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1265.22,	                    20.00,	                   989.92,	                    41.10,	                  2014.09,	                     0.00,	                     1.53,	                     0.29,	                     0.00,	                     1.82,	                     3.79,	                    10.73,	                    14.53,	                   430.66,	                    14.11
                    22.18,	                     0.80,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1260.27,	                    20.00,	                   984.97,	                    41.10,	                  2014.09,	                     0.00,	                     1.52,	                     0.29,	                     0.00,	                     1.81,	                     3.79,	                    10.69,	                    14.48,	                   442.19,	                    14.06
                    22.66,	                     0.48,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1253.70,	                    20.00,	                   978.40,	                    41.10,	                  2014.09,	                     0.00,	                     1.51,	                     0.29,	                     0.00,	                     1.80,	                     3.79,	                    10.63,	                    14.42,	                   449.08,	                    14.01
                    23.23,	                     0.57,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1250.53,	                    20.00,	                   975.23,	                    41.10,	                  2014.09,	                     0.00,	                     1.50,	                     0.29,	                     0.00,	                     1.80,	                     3.79,	                    10.60,	                    14.39,	                   457.33,	                    13.98
                    23.92,	                     0.69,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1243.40,	                    20.00,	                   968.10,	                    41.10,	                  2014.09,	                     0.00,	                     1.49,	                     0.29,	                     0.00,	                     1.78,	                     3.79,	                    10.53,	                    14.33,	                   467.18,	                    13.91
                    24.75,	                     0.83,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1239.36,	                    20.00,	                   964.06,	                    41.10,	                  2014.09,	                     0.00,	                     1.49,	                     0.29,	                     0.00,	                     1.78,	                     3.79,	                    10.50,	                    14.29,	                   478.98,	                    13.88
                    25.74,	                     0.99,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1230.05,	                    20.00,	                   954.75,	                    41.10,	                  2014.09,	                     0.00,	                     1.47,	                     0.29,	                     0.00,	                     1.76,	                     3.79,	                    10.41,	                    14.21,	                   493.04,	                    13.80
                    26.93,	                     1.19,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1225.12,	                    20.00,	                   949.82,	                    41.10,	                  2014.09,	                     0.00,	                     1.46,	                     0.29,	                     0.00,	                     1.76,	                     3.79,	                    10.37,	                    14.16,	                   509.88,	                    13.75
                    27.64,	                     0.71,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1217.53,	                    20.00,	                   942.23,	                    41.10,	                  2014.09,	                     0.00,	                     1.45,	                     0.29,	                     0.00,	                     1.74,	                     3.79,	                    10.30,	                    14.09,	                   519.92,	                    13.68
                    28.50,	                     0.86,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1214.45,	                    20.00,	                   939.15,	                    41.10,	                  2014.09,	                     0.00,	                     1.45,	                     0.29,	                     0.00,	                     1.74,	                     3.79,	                    10.27,	                    14.06,	                   531.96,	                    13.66
                    29.52,	                     1.03,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1206.53,	                    20.00,	                   931.23,	                    41.10,	                  2014.09,	                     0.00,	                     1.44,	                     0.29,	                     0.00,	                     1.73,	                     3.79,	                    10.20,	                    13.99,	                   546.33,	                    13.59
                    30.76,	                     1.23,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1202.70,	                    20.00,	                   927.40,	                    41.10,	                  2014.09,	                     0.00,	                     1.43,	                     0.29,	                     0.00,	                     1.72,	                     3.79,	                    10.16,	                    13.96,	                   563.52,	                    13.55
                    31.49,	                     0.74,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1196.08,	                    20.00,	                   920.77,	                    41.10,	                  2014.09,	                     0.00,	                     1.42,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.10,	                    13.89,	                   573.80,	                    13.49
                    32.38,	                     0.89,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1193.65,	                    20.00,	                   918.35,	                    41.10,	                  2014.09,	                     0.00,	                     1.42,	                     0.29,	                     0.00,	                     1.71,	                     3.79,	                    10.08,	                    13.87,	                   586.11,	                    13.47
                    33.45,	                     1.06,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1186.76,	                    20.00,	                   911.46,	                    41.10,	                  2014.09,	                     0.00,	                     1.41,	                     0.29,	                     0.00,	                     1.70,	                     3.79,	                    10.02,	                    13.81,	                   600.81,	                    13.41
                    34.72,	                     1.28,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1183.70,	                    20.00,	                   908.40,	                    41.10,	                  2014.09,	                     0.00,	                     1.40,	                     0.29,	                     0.00,	                     1.69,	                     3.79,	                     9.99,	                    13.78,	                   618.42,	                    13.39
                    35.49,	                     0.77,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1177.80,	                    20.00,	                   902.50,	                    41.10,	                  2014.09,	                     0.00,	                     1.39,	                     0.29,	                     0.00,	                     1.68,	                     3.79,	                     9.93,	                    13.73,	                   628.94,	                    13.33
                    36.41,	                     0.92,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1175.83,	                    20.00,	                   900.53,	                    41.10,	                  2014.09,	                     0.00,	                     1.39,	                     0.29,	                     0.00,	                     1.68,	                     3.79,	                     9.92,	                    13.71,	                   641.56,	                    13.32
                    37.51,	                     1.10,	                  1027.60,	                     0.00,	                  2055.20,	                  1000.00,	                   278.36,	                  1169.71,	                    20.00,	                   894.41,	                    41.10,	                  2014.09,	                     0.00,	                     1.38,	                     0.29,	                     0.00,	                     1.67,	                     3.79,	                     9.86,	                    13.65,	                   656.63,	                    13.26
