                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    20.54	                     0.55	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1294.35	                    20.00	                  1019.06	                    41.10	                  2014.09	                     0.00	                     1.57	                     0.29	                     0.00	                     1.86	                     3.79	                    11.00	                    14.79	                  3856.74	                    14.37
                    21.21	                     0.66	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1284.96	                    20.00	                  1009.67	                    41.10	                  2014.09	                     0.00	                     1.56	                     0.29	                     0.00	                     1.85	                     3.79	                    10.91	                    14.71	                  3866.50	                    14.28
                    22.00	                     0.80	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1278.88	                    20.00	                  1003.59	                    41.10	                  2014.09	                     0.00	                     1.55	                     0.29	                     0.00	                     1.84	                     3.79	                    10.86	                    14.65	                  3878.16	                    14.23
                    22.48	                     0.48	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1271.48	                    20.00	                   996.19	                    41.10	                  2014.09	                     0.00	                     1.54	                     0.29	                     0.00	                     1.83	                     3.79	                    10.79	                    14.58	                  3885.13	                    14.16
                    23.05	                     0.57	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1267.64	                    20.00	                   992.35	                    41.10	                  2014.09	                     0.00	                     1.53	                     0.29	                     0.00	                     1.82	                     3.79	                    10.75	                    14.55	                  3893.47	                    14.13
                    23.74	                     0.69	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1259.56	                    20.00	                   984.27	                    41.10	                  2014.09	                     0.00	                     1.52	                     0.29	                     0.00	                     1.81	                     3.79	                    10.68	                    14.47	                  3903.42	                    14.06
                    24.57	                     0.83	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1254.73	                    20.00	                   979.44	                    41.10	                  2014.09	                     0.00	                     1.51	                     0.29	                     0.00	                     1.80	                     3.79	                    10.64	                    14.43	                  3915.34	                    14.01
                    25.06	                     0.50	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1248.17	                    20.00	                   972.88	                    41.10	                  2014.09	                     0.00	                     1.50	                     0.29	                     0.00	                     1.79	                     3.79	                    10.58	                    14.37	                  3922.45	                    13.96
                    25.66	                     0.59	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1245.08	                    20.00	                   969.80	                    41.10	                  2014.09	                     0.00	                     1.50	                     0.29	                     0.00	                     1.79	                     3.79	                    10.55	                    14.34	                  3930.98	                    13.93
                    26.37	                     0.71	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1237.99	                    20.00	                   962.70	                    41.10	                  2014.09	                     0.00	                     1.48	                     0.29	                     0.00	                     1.78	                     3.79	                    10.48	                    14.28	                  3941.16	                    13.87
                    27.23	                     0.86	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1234.06	                    20.00	                   958.77	                    41.10	                  2014.09	                     0.00	                     1.48	                     0.29	                     0.00	                     1.77	                     3.79	                    10.45	                    14.24	                  3953.35	                    13.83
