                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    14.59	                     0.52	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1246.79	                    20.00	                   961.67	                    41.10	                  2014.09	                     0.00	                     1.48	                     0.29	                     0.00	                     1.77	                     3.79	                    10.47	                    14.27	                   219.85	                    13.86
                    15.21	                     0.62	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1243.80	                    20.00	                   958.67	                    41.10	                  2014.09	                     0.00	                     1.48	                     0.29	                     0.00	                     1.77	                     3.79	                    10.45	                    14.24	                   228.65	                    13.83
                    15.95	                     0.74	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1236.70	                    20.00	                   951.57	                    41.10	                  2014.09	                     0.00	                     1.47	                     0.29	                     0.00	                     1.76	                     3.79	                    10.38	                    14.18	                   239.17	                    13.77
                    16.84	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1232.89	                    20.00	                   947.76	                    41.10	                  2014.09	                     0.00	                     1.46	                     0.29	                     0.00	                     1.75	                     3.79	                    10.35	                    14.14	                   251.75	                    13.73
                    17.37	                     0.53	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1226.93	                    20.00	                   941.80	                    41.10	                  2014.09	                     0.00	                     1.45	                     0.29	                     0.00	                     1.74	                     3.79	                    10.29	                    14.09	                   259.28	                    13.68
                    18.01	                     0.64	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1224.47	                    20.00	                   939.35	                    41.10	                  2014.09	                     0.00	                     1.45	                     0.29	                     0.00	                     1.74	                     3.79	                    10.27	                    14.06	                   268.29	                    13.66
                    18.78	                     0.77	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1218.08	                    20.00	                   932.96	                    41.10	                  2014.09	                     0.00	                     1.44	                     0.29	                     0.00	                     1.73	                     3.79	                    10.21	                    14.01	                   279.06	                    13.60
                    19.70	                     0.92	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1214.93	                    20.00	                   929.80	                    41.10	                  2014.09	                     0.00	                     1.43	                     0.29	                     0.00	                     1.73	                     3.79	                    10.18	                    13.98	                   291.96	                    13.57
                    20.81	                     1.11	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1206.50	                    20.00	                   921.38	                    41.10	                  2014.09	                     0.00	                     1.42	                     0.29	                     0.00	                     1.71	                     3.79	                    10.11	                    13.90	                   307.36	                    13.50
                    22.14	                     1.33	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1202.60	                    20.00	                   917.47	                    41.10	                  2014.09	                     0.00	                     1.41	                     0.29	                     0.00	                     1.71	                     3.79	                    10.07	                    13.86	                   325.79	                    13.47
                    22.94	                     0.80	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1195.50	                    20.00	                   910.38	                    41.10	                  2014.09	                     0.00	                     1.40	                     0.29	                     0.00	                     1.70	                     3.79	                    10.01	                    13.80	                   336.79	                    13.40
                    23.89	                     0.96	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1193.04	                    20.00	                   907.92	                    41.10	                  2014.09	                     0.00	                     1.40	                     0.29	                     0.00	                     1.69	                     3.79	                     9.98	                    13.78	                   349.97	                    13.38
                    25.04	                     1.15	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1185.75	                    20.00	                   900.63	                    41.10	                  2014.09	                     0.00	                     1.39	                     0.29	                     0.00	                     1.68	                     3.79	                     9.92	                    13.71	                   365.72	                    13.32
                    26.42	                     1.38	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1182.66	                    20.00	                   897.54	                    41.10	                  2014.09	                     0.00	                     1.38	                     0.29	                     0.00	                     1.68	                     3.79	                     9.89	                    13.68	                   384.57	                    13.29
                    27.25	                     0.83	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1176.39	                    20.00	                   891.27	                    41.10	                  2014.09	                     0.00	                     1.37	                     0.29	                     0.00	                     1.67	                     3.79	                     9.83	                    13.63	                   395.84	                    13.23
